ClockLab,,,,
1873L,,,,
16-Nov-20,6:00,,,
Day,Hr,Min,Cnts/min,Lights
53,8,40,0,239
53,8,45,0,242.6
53,8,50,0,241.8
53,8,55,0,239
53,9,0,0,246.2
53,9,5,0,240.6
53,9,10,7.6,240.2
53,9,15,24.8,237.6
53,9,20,0,240
53,9,25,0,241.8
53,9,30,0,241.8
53,9,35,0,244.6
53,9,40,0,244
53,9,45,0,241.6
53,9,50,0,239.6
53,9,55,0,240.8
53,10,0,0,237.4
53,10,5,0,233.6
53,10,10,0,240.2
53,10,15,0,240
53,10,20,0,237
53,10,25,0,235.2
53,10,30,0,237.4
53,10,35,8.8,241.4
53,10,40,24.8,240.4
53,10,45,39,237.4
53,10,50,10,242
53,10,55,0,239.6
53,11,0,0,236.6
53,11,5,0,236.2
53,11,10,0,246
53,11,15,0,241
53,11,20,0,242.2
53,11,25,0,243.8
53,11,30,0,240.6
53,11,35,0,242
53,11,40,0,243.6
53,11,45,0,237
53,11,50,0,246
53,11,55,0,236.4
53,12,0,0,48.2
53,12,5,0,0
53,12,10,0,0
53,12,15,5.6,0
53,12,20,47.4,0
53,12,25,39.2,0
53,12,30,32.6,0
53,12,35,14,0
53,12,40,29.2,0
53,12,45,19.2,0
53,12,50,42,0
53,12,55,19.8,0
53,13,0,11.8,0
53,13,5,37.4,0
53,13,10,1,0
53,13,15,36.8,0
53,13,20,36.2,0
53,13,25,36.8,0
53,13,30,43.8,0
53,13,35,19.4,0
53,13,40,40.6,0
53,13,45,32,0
53,13,50,27.2,0
53,13,55,12.6,0
53,14,0,12.4,0
53,14,5,33.4,0
53,14,10,37.6,0
53,14,15,23.6,0
53,14,20,12,0
53,14,25,32.6,0
53,14,30,27.6,0
53,14,35,0.2,0
53,14,40,2.4,0
53,14,45,30.4,0
53,14,50,9,0
53,14,55,0,0
53,15,0,19.2,0
53,15,5,35.6,0
53,15,10,46.4,0
53,15,15,32.6,0
53,15,20,60,0
53,15,25,6.2,0
53,15,30,0,0
53,15,35,0,0
53,15,40,0,0
53,15,45,0,0
53,15,50,15,0.6
53,15,55,9.4,0
53,16,0,35.4,0
53,16,5,36.4,0
53,16,10,46.8,3.8
53,16,15,47.2,1.4
53,16,20,49,0
53,16,25,54.4,0
53,16,30,41.8,0
53,16,35,47.4,0
53,16,40,42,0
53,16,45,54.4,0
53,16,50,37.8,0
53,16,55,28.6,0
53,17,0,2.4,0
53,17,5,4.4,0
53,17,10,0,0
53,17,15,0,0
53,17,20,0,0
53,17,25,0,0
53,17,30,0,0
53,17,35,0,0
53,17,40,0,0
53,17,45,0,0
53,17,50,0,0
53,17,55,0,0
53,18,0,0,0
53,18,5,0,0
53,18,10,0,0
53,18,15,0,0
53,18,20,0,0
53,18,25,7.2,0
53,18,30,0,0
53,18,35,0,0
53,18,40,34,0
53,18,45,54,0
53,18,50,10.4,0
53,18,55,15.6,0
53,19,0,1.8,0
53,19,5,0,0
53,19,10,0,0
53,19,15,0,0
53,19,20,0,0
53,19,25,0,0
53,19,30,0,0
53,19,35,0,0
53,19,40,0,0
53,19,45,0,0
53,19,50,0,0
53,19,55,0,0
53,20,0,0,0
53,20,5,0,0
53,20,10,0,0
53,20,15,0,0
53,20,20,0,0
53,20,25,0,0
53,20,30,0,0
53,20,35,0,0
53,20,40,0,0
53,20,45,0,0
53,20,50,0,0
53,20,55,0,0
53,21,0,0,0
53,21,5,0,0
53,21,10,0,0
53,21,15,0,0
53,21,20,25.4,0
53,21,25,64.2,0
53,21,30,54.8,0
53,21,35,2.2,0
53,21,40,0,0
53,21,45,0,0
53,21,50,0,0
53,21,55,0,0
53,22,0,0,0
53,22,5,0,0
53,22,10,0,0
53,22,15,0,0
53,22,20,0,0
53,22,25,0,0
53,22,30,5.8,0
53,22,35,25.6,0
53,22,40,0,0
53,22,45,0,0
53,22,50,0,0
53,22,55,0,0
53,23,0,0,0
53,23,5,0,0
53,23,10,0,0
53,23,15,0,0
53,23,20,0,0
53,23,25,0,0
53,23,30,0,0
53,23,35,0,0
53,23,40,0,0
53,23,45,4.8,0
53,23,50,53.2,0
53,23,55,38,0
54,0,0,39.6,0
54,0,5,48.2,0
54,0,10,29.2,0
54,0,15,37.4,0
54,0,20,27.4,0
54,0,25,48.6,0
54,0,30,51.6,0
54,0,35,57.8,0
54,0,40,35.8,0
54,0,45,7,0
54,0,50,6.4,0
54,0,55,28.6,0
54,1,0,19.2,0
54,1,5,0,0
54,1,10,0,0
54,1,15,0,0
54,1,20,0,0
54,1,25,0,0
54,1,30,0,0
54,1,35,0,0
54,1,40,0,0
54,1,45,0,0
54,1,50,0,0
54,1,55,0,0
54,2,0,0,0
54,2,5,0,0
54,2,10,0,0
54,2,15,0,0
54,2,20,0,0
54,2,25,0,0
54,2,30,0,0
54,2,35,0,0
54,2,40,0,0
54,2,45,0,0
54,2,50,0,0
54,2,55,0,0
54,3,0,0,0
54,3,5,0,0
54,3,10,0,0
54,3,15,0,0
54,3,20,0,0
54,3,25,0,0
54,3,30,0,0
54,3,35,18.4,0
54,3,40,0,0
54,3,45,14.8,0
54,3,50,29,0
54,3,55,22,0
54,4,0,12.2,0
54,4,5,0,0
54,4,10,0,0
54,4,15,0,0
54,4,20,0,0
54,4,25,0,0
54,4,30,0,0
54,4,35,0,0
54,4,40,0,0
54,4,45,0,0
54,4,50,0,0
54,4,55,0,0
54,5,0,0,0
54,5,5,0,0
54,5,10,0,0
54,5,15,0,0
54,5,20,0,0
54,5,25,0,0
54,5,30,0,0
54,5,35,0,0
54,5,40,0,0
54,5,45,0,0
54,5,50,0,0
54,5,55,0,0
54,6,0,0,146
54,6,5,0,247.8
54,6,10,0,239.6
54,6,15,0,194.4
54,6,20,9.8,240.8
54,6,25,39.6,229.4
54,6,30,54.6,227.8
54,6,35,15.4,235.2
54,6,40,18.8,228.6
54,6,45,28.8,233.4
54,6,50,16.2,235.4
54,6,55,3,240.6
54,7,0,0,235.4
54,7,5,0,235
54,7,10,0,247.8
54,7,15,0,237.8
54,7,20,0,236.6
54,7,25,0,236.4
54,7,30,0,236
54,7,35,0,237.8
54,7,40,0,237.2
54,7,45,0,237.2
54,7,50,0,236.2
54,7,55,0,241.4
54,8,0,0,236.6
54,8,5,0,234.4
54,8,10,0,233.8
54,8,15,0,231.8
54,8,20,0,232
54,8,25,0,227.8
54,8,30,0,242
54,8,35,0,240.8
54,8,40,0,237.6
54,8,45,0,239.8
54,8,50,0,237.8
54,8,55,0,231.8
54,9,0,0,231.4
54,9,5,0,236.8
54,9,10,0,239.2
54,9,15,0.8,231.6
54,9,20,13.8,232
54,9,25,16.2,234
54,9,30,17.8,237.2
54,9,35,34,240.4
54,9,40,6,239.6
54,9,45,0,239
54,9,50,0,241
54,9,55,0,237.8
54,10,0,0,238.2
54,10,5,0,238.6
54,10,10,0,242.8
54,10,15,0,232.8
54,10,20,0,237.8
54,10,25,0,237.6
54,10,30,0,241.4
54,10,35,0,240
54,10,40,0,242.6
54,10,45,0,238.4
54,10,50,0,238.6
54,10,55,0,232.6
54,11,0,0,237.2
54,11,5,0,242
54,11,10,0,235.4
54,11,15,15.8,236.8
54,11,20,10,240.4
54,11,25,0,235.6
54,11,30,0,238.8
54,11,35,0,240.4
54,11,40,0,234.2
54,11,45,0,233.8
54,11,50,0,238.4
54,11,55,0,236
54,12,0,0,238.8
54,12,5,0,229.2
54,12,10,3.6,232.4
54,12,15,14.4,236.4
54,12,20,0,230.8
54,12,25,0,234
54,12,30,0,236.6
54,12,35,0,236.4
54,12,40,4.8,238.6
54,12,45,2.8,242.6
54,12,50,0,238.8
54,12,55,0,234.8
54,13,0,2.2,242.2
54,13,5,10.6,232
54,13,10,0,237.8
54,13,15,20.8,232
54,13,20,36.2,229.4
54,13,25,33.6,232.2
54,13,30,45.4,236.6
54,13,35,20.8,237
54,13,40,8,234.4
54,13,45,0,236.8
54,13,50,0,234.4
54,13,55,0,236.6
54,14,0,0,236.6
54,14,5,0,242.6
54,14,10,0,238.6
54,14,15,0,237.4
54,14,20,0,237.6
54,14,25,0,235.8
54,14,30,8.2,231.2
54,14,35,0,240.2
54,14,40,0,235.6
54,14,45,21,233
54,14,50,23.8,236.6
54,14,55,9.2,230.6
54,15,0,32.8,238.8
54,15,5,0,238.2
54,15,10,0,229.2
54,15,15,0,234.8
54,15,20,0,235.6
54,15,25,0,240.2
54,15,30,0,235.2
54,15,35,0,241.4
54,15,40,0,231.4
54,15,45,0.2,234.4
54,15,50,0,237.4
54,15,55,0,237.2
54,16,0,25.8,237.4
54,16,5,49,229.6
54,16,10,14.4,239.8
54,16,15,29.8,229.2
54,16,20,0,241.8
54,16,25,0,234.8
54,16,30,0,243
54,16,35,18.2,238.4
54,16,40,6.4,240.6
54,16,45,29.8,234.2
54,16,50,8.8,236.2
54,16,55,0,237.4
54,17,0,1.2,231.4
54,17,5,0,239.6
54,17,10,0,233.6
54,17,15,0,235.4
54,17,20,0,244.6
54,17,25,0,241
54,17,30,0,236
54,17,35,0,238.4
54,17,40,0,242.2
54,17,45,0,238
54,17,50,0,234.6
54,17,55,0,240.8
54,18,0,0,94
54,18,5,0,0
54,18,10,0,0
54,18,15,39.4,0
54,18,20,45.8,0
54,18,25,58,0
54,18,30,20.6,0
54,18,35,62.6,0
54,18,40,47.6,0
54,18,45,42,0
54,18,50,21,0
54,18,55,0,0
54,19,0,0,0
54,19,5,0,0
54,19,10,0,0
54,19,15,0,0
54,19,20,0,0
54,19,25,0,0
54,19,30,0,0
54,19,35,0,0
54,19,40,0,0
54,19,45,0,0
54,19,50,0,0
54,19,55,0,0
54,20,0,0,0
54,20,5,0,0
54,20,10,0,0
54,20,15,0,0
54,20,20,0,0
54,20,25,0,0
54,20,30,0,0
54,20,35,0,0
54,20,40,0,0
54,20,45,0,0
54,20,50,0,0
54,20,55,0,0
54,21,0,0,0
54,21,5,0,0
54,21,10,0,0
54,21,15,36.2,0
54,21,20,14.2,0
54,21,25,36.2,0
54,21,30,37.8,0
54,21,35,0,0
54,21,40,0,0
54,21,45,0,0
54,21,50,0,0
54,21,55,0,0
54,22,0,0,0
54,22,5,0,0
54,22,10,0,0
54,22,15,0,0
54,22,20,0,0
54,22,25,0,0
54,22,30,0,0
54,22,35,0,0
54,22,40,0,0
54,22,45,28.6,0
54,22,50,39.6,0
54,22,55,41,0
54,23,0,41.6,0
54,23,5,36.6,0
54,23,10,43.6,0
54,23,15,31.2,0
54,23,20,18.2,0
54,23,25,44.2,0
54,23,30,32.2,0
54,23,35,7,0
54,23,40,0,0
54,23,45,5,0
54,23,50,29.4,0
54,23,55,26.6,0
55,0,0,21,0
55,0,5,29.2,0
55,0,10,10.6,0
55,0,15,9.2,0
55,0,20,17.8,0
55,0,25,0,0
55,0,30,0,0
55,0,35,27,0
55,0,40,11.6,0
55,0,45,35.4,0
55,0,50,29.6,0
55,0,55,48.4,0
55,1,0,50.2,0
55,1,5,46.4,0
55,1,10,43,0
55,1,15,48.6,0
55,1,20,31.4,0
55,1,25,24.6,0
55,1,30,14.2,0
55,1,35,5.6,0
55,1,40,0,0
55,1,45,0,0
55,1,50,0,0
55,1,55,0,0
55,2,0,0,0
55,2,5,0,0
55,2,10,0,0
55,2,15,0,0
55,2,20,0,0
55,2,25,0,0
55,2,30,0,0
55,2,35,0,0
55,2,40,0,0
55,2,45,0,0
55,2,50,0,0
55,2,55,0,0
55,3,0,0,0
55,3,5,0,0
55,3,10,0,0
55,3,15,0,0
55,3,20,0,0
55,3,25,0,0
55,3,30,0,0
55,3,35,0,0
55,3,40,0,0
55,3,45,46,0
55,3,50,19.6,0
55,3,55,38.4,0
55,4,0,12,0
55,4,5,45.2,0
55,4,10,56.2,0
55,4,15,41.6,0
55,4,20,28.6,0
55,4,25,7.2,0
55,4,30,0,0
55,4,35,0,0
55,4,40,0,0
55,4,45,0,0
55,4,50,0,0
55,4,55,0,0
55,5,0,0,0
55,5,5,0,0
55,5,10,0,0
55,5,15,0,0
55,5,20,0,0
55,5,25,0,0
55,5,30,0,0
55,5,35,0,0
55,5,40,0,0
55,5,45,0,0
55,5,50,0,0
55,5,55,0,0
55,6,0,0,149.8
55,6,5,0,147.6
55,6,10,0,244.8
55,6,15,30,242
55,6,20,33.6,236.6
55,6,25,26.4,243.6
55,6,30,2.4,194.6
55,6,35,44,240.4
55,6,40,10.4,197.2
55,6,45,0,194.8
55,6,50,0,245
55,6,55,0,198.6
55,7,0,0,243
55,7,5,0,246.2
55,7,10,0,243
55,7,15,0,244
55,7,20,0,241.2
55,7,25,0,242.2
55,7,30,0,237.2
55,7,35,0,241
55,7,40,0,198
55,7,45,0,242.4
55,7,50,0,242.2
55,7,55,0,240.6
55,8,0,0,243
55,8,5,0,240
55,8,10,0,241.8
55,8,15,0,244.4
55,8,20,0,241.2
55,8,25,0,243
55,8,30,0,243.4
55,8,35,0,242.8
55,8,40,0,238.4
55,8,45,0,242
55,8,50,0,238.6
55,8,55,0,241.8
55,9,0,0,240.6
55,9,5,0,238.2
55,9,10,0,235.6
55,9,15,0,245.8
55,9,20,0,241.8
55,9,25,9.8,235.4
55,9,30,9.2,237.4
55,9,35,0,242.8
55,9,40,0,237.6
55,9,45,0,237.4
55,9,50,0,241
55,9,55,0,241.6
55,10,0,0,237.6
55,10,5,0,240.4
55,10,10,0,241.4
55,10,15,0,238
55,10,20,0,237.2
55,10,25,0,239.2
55,10,30,0,242.2
55,10,35,0,239.6
55,10,40,0,243.2
55,10,45,0,240.4
55,10,50,0,238.2
55,10,55,0,242
55,11,0,0,240.2
55,11,5,0,235.4
55,11,10,0,242
55,11,15,0,236.8
55,11,20,8.8,240.8
55,11,25,0.2,236
55,11,30,32.4,240.6
55,11,35,0,237.4
55,11,40,0,239
55,11,45,0,235.2
55,11,50,0,243.6
55,11,55,0,239
55,12,0,0,241.8
55,12,5,0,236
55,12,10,0,239.2
55,12,15,0,243.8
55,12,20,0,240.2
55,12,25,0,240
55,12,30,0,240
55,12,35,0,238.8
55,12,40,0,237
55,12,45,0,239.8
55,12,50,0,240.6
55,12,55,0,248.8
55,13,0,0,246.4
55,13,5,0,238.4
55,13,10,0,234.4
55,13,15,0,231
55,13,20,0,236.2
55,13,25,3.2,238.4
55,13,30,24.2,235.8
55,13,35,40.2,236.2
55,13,40,29.6,232.2
55,13,45,32,232.6
55,13,50,33,239
55,13,55,19.2,229.6
55,14,0,8.8,236
55,14,5,0,235.4
55,14,10,0,238.4
55,14,15,0,238.2
55,14,20,0,243.2
55,14,25,0,245.6
55,14,30,0,237.8
55,14,35,0,238.4
55,14,40,0,243.2
55,14,45,0,237.6
55,14,50,0,236.4
55,14,55,0,233
55,15,0,0,239
55,15,5,0,237.6
55,15,10,0,234.8
55,15,15,0,235.8
55,15,20,0,240.2
55,15,25,0,236.4
55,15,30,0,234.8
55,15,35,0,234.8
55,15,40,0,240
55,15,45,0,239.2
55,15,50,0,243.8
55,15,55,0,239
55,16,0,0,230.8
55,16,5,0,236.8
55,16,10,14.2,237
55,16,15,0,233.6
55,16,20,0,237.6
55,16,25,20.2,233.6
55,16,30,40.6,241.2
55,16,35,29.4,236.2
55,16,40,13.4,236.6
55,16,45,0,239.2
55,16,50,0,238
55,16,55,0,239.4
55,17,0,0,239.4
55,17,5,0,244
55,17,10,0,233.8
55,17,15,0,237.4
55,17,20,0,245
55,17,25,13.4,237.8
55,17,30,10.2,236.4
55,17,35,0,235.4
55,17,40,49.6,235.6
55,17,45,59.8,231.2
55,17,50,28.4,234.6
55,17,55,30.8,234
55,18,0,22.6,44.8
55,18,5,1,0
55,18,10,41.6,0
55,18,15,50.2,0
55,18,20,50,0
55,18,25,33,0
55,18,30,55.2,0
55,18,35,48.6,0
55,18,40,36.4,0
55,18,45,38.6,0
55,18,50,42.2,0
55,18,55,30.2,0
55,19,0,47.6,0
55,19,5,60.2,0
55,19,10,52.8,0
55,19,15,24,0
55,19,20,40.6,0
55,19,25,36.2,0
55,19,30,37.4,0
55,19,35,10.4,0
55,19,40,23.2,0
55,19,45,32.8,0
55,19,50,9.2,0
55,19,55,25,0
55,20,0,33,0
55,20,5,59,0
55,20,10,18.2,0
55,20,15,45.6,0
55,20,20,33,0
55,20,25,40.4,0
55,20,30,50.4,0
55,20,35,21.8,0
55,20,40,35,0
55,20,45,9.6,0
55,20,50,57.6,0
55,20,55,45.2,0
55,21,0,0,0
55,21,5,39.2,0
55,21,10,58.8,0
55,21,15,37,0
55,21,20,4,0
55,21,25,0,0
55,21,30,20.4,0
55,21,35,33.8,0
55,21,40,0,0
55,21,45,0,0
55,21,50,0,0
55,21,55,0,0
55,22,0,0,0
55,22,5,0,0
55,22,10,0,0
55,22,15,0,0
55,22,20,0,0
55,22,25,0,0
55,22,30,44,0
55,22,35,61.4,0
55,22,40,47.6,0
55,22,45,29.6,0
55,22,50,0.6,0
55,22,55,0,0
55,23,0,7.4,0
55,23,5,35.4,0
55,23,10,0,0
55,23,15,0,0
55,23,20,0,0
55,23,25,29.6,0
55,23,30,42.8,0
55,23,35,0,0
55,23,40,38.8,0
55,23,45,56,0
55,23,50,14.8,0
55,23,55,0,0
56,0,0,39.6,0
56,0,5,38.4,0
56,0,10,9.2,0
56,0,15,9.2,0
56,0,20,20.2,0
56,0,25,4.4,0
56,0,30,32,0
56,0,35,0,0
56,0,40,0,0
56,0,45,0,0
56,0,50,0,0
56,0,55,17.6,0
56,1,0,42,0
56,1,5,0,0
56,1,10,49.6,0
56,1,15,0,0
56,1,20,0,0
56,1,25,0,0
56,1,30,0,0
56,1,35,20.4,0
56,1,40,27.4,0
56,1,45,61.6,0
56,1,50,17.8,0
56,1,55,9.6,0
56,2,0,0,0
56,2,5,0,0
56,2,10,0,0
56,2,15,0,0
56,2,20,47.6,0
56,2,25,9.6,0
56,2,30,14,0
56,2,35,10,0
56,2,40,12.4,0
56,2,45,35.4,0
56,2,50,41.8,0
56,2,55,31.8,0
56,3,0,30,0
56,3,5,1.4,0
56,3,10,0,0
56,3,15,0,0
56,3,20,0,0
56,3,25,0,0
56,3,30,0,0
56,3,35,0,0
56,3,40,0,0
56,3,45,0,0
56,3,50,0,0
56,3,55,0,0
56,4,0,0,0
56,4,5,0,0
56,4,10,0,0
56,4,15,0,0
56,4,20,0,0
56,4,25,0,0
56,4,30,0,0
56,4,35,0,0
56,4,40,34,0
56,4,45,22.2,0
56,4,50,0,0
56,4,55,0,0
56,5,0,0,0
56,5,5,0,0
56,5,10,0,0
56,5,15,0,0
56,5,20,0,0
56,5,25,0,0
56,5,30,0,0
56,5,35,0,0
56,5,40,0,0
56,5,45,0,0
56,5,50,0,0
56,5,55,0,0
56,6,0,0,151
56,6,5,0,243.8
56,6,10,0,197
56,6,15,0,148.4
56,6,20,0,150.8
56,6,25,0,249
56,6,30,0,195.8
56,6,35,0,193
56,6,40,0,149
56,6,45,0,245.6
56,6,50,11.2,198.8
56,6,55,36.2,243.6
56,7,0,28.4,240.8
56,7,5,32.2,243.2
56,7,10,15.8,240
56,7,15,17,245.2
56,7,20,15.8,242
56,7,25,0,195
56,7,30,0,239.8
56,7,35,0,247.6
56,7,40,0,197
56,7,45,0,241.6
56,7,50,0,193.2
56,7,55,0,240
56,8,0,0,247.6
56,8,5,0,193.6
56,8,10,0,99.2
56,8,15,0,198.2
56,8,20,0,241.2
56,8,25,0,236.6
56,8,30,0,248.2
56,8,35,0,196.8
56,8,40,0,242.6
56,8,45,0,246.6
56,8,50,0,243.6
56,8,55,0,245.4
56,9,0,0,246.6
56,9,5,0,243.2
56,9,10,0,246.6
56,9,15,0,246.8
56,9,20,0,245.4
56,9,25,0,191.4
56,9,30,0,248.6
56,9,35,0,243.2
56,9,40,0,241
56,9,45,0,249.6
56,9,50,0,242.6
56,9,55,0,243.8
56,10,0,0,242.2
56,10,5,0,239.2
56,10,10,0,238.4
56,10,15,0,236.6
56,10,20,0,240.6
56,10,25,0,245.8
56,10,30,0,243.8
56,10,35,0,236.2
56,10,40,0,244.6
56,10,45,0,238.6
56,10,50,0,237
56,10,55,0,234.2
56,11,0,0,241.8
56,11,5,0,237.6
56,11,10,0,232.8
56,11,15,0,245.8
56,11,20,0,235.2
56,11,25,0,234.6
56,11,30,0,244
56,11,35,3.2,240.8
56,11,40,0,244.6
56,11,45,31.4,236.6
56,11,50,1.8,236.2
56,11,55,0,238.2
56,12,0,0,239
56,12,5,0,247
56,12,10,0,241.8
56,12,15,0,238.2
56,12,20,0,238.4
56,12,25,0,241.2
56,12,30,0,239.6
56,12,35,0,239.8
56,12,40,0,236.4
56,12,45,0,245.2
56,12,50,0,234
56,12,55,0,237.2
56,13,0,0,244.2
56,13,5,0,237.6
56,13,10,0,243.4
56,13,15,0,241.4
56,13,20,0,236.2
56,13,25,0,247.8
56,13,30,0,238
56,13,35,0,240.2
56,13,40,0,244.6
56,13,45,0,236.8
56,13,50,3.8,236.4
56,13,55,0,237.8
56,14,0,0,247.4
56,14,5,27.2,231.8
56,14,10,40.6,234.4
56,14,15,46.6,231.8
56,14,20,51.6,230.2
56,14,25,44.2,229
56,14,30,39,231
56,14,35,10.6,233.4
56,14,40,0,232.8
56,14,45,0,241.8
56,14,50,0,243.4
56,14,55,0,233
56,15,0,0,243.8
56,15,5,0,235
56,15,10,0,238.2
56,15,15,0,233.6
56,15,20,0,244.4
56,15,25,0,240.8
56,15,30,0,241.2
56,15,35,0,239.8
56,15,40,0,239.2
56,15,45,0,241.6
56,15,50,0,237.2
56,15,55,0,241.6
56,16,0,0,238.6
56,16,5,0,241.4
56,16,10,10,240.4
56,16,15,0,239.6
56,16,20,0,233.2
56,16,25,0,237
56,16,30,0,241.8
56,16,35,0,241.6
56,16,40,5,235.6
56,16,45,0,236.4
56,16,50,0,237.4
56,16,55,0,239.6
56,17,0,0,242.8
56,17,5,0,237
56,17,10,0,241.8
56,17,15,0,239
56,17,20,5,235
56,17,25,27.8,232.8
56,17,30,12.2,237.4
56,17,35,20.2,241.8
56,17,40,49.8,232
56,17,45,40.8,232.2
56,17,50,31.6,234.2
56,17,55,32.8,230
56,18,0,0,48.8
56,18,5,0.4,0
56,18,10,0,0
56,18,15,0,0
56,18,20,0,0
56,18,25,0,0
56,18,30,0,0
56,18,35,0,0
56,18,40,39.8,0
56,18,45,49,0
56,18,50,41.6,0
56,18,55,42.8,0
56,19,0,21,0
56,19,5,41.8,0
56,19,10,34.2,0
56,19,15,34.8,0
56,19,20,46,0
56,19,25,39.2,0
56,19,30,34.4,0
56,19,35,2.6,0
56,19,40,24.2,0
56,19,45,38,0
56,19,50,36.4,0
56,19,55,34.2,0
56,20,0,18.4,0
56,20,5,26.4,0
56,20,10,12.6,0
56,20,15,67.2,0
56,20,20,42.2,0
56,20,25,9.4,0
56,20,30,26.6,0
56,20,35,18,0
56,20,40,1.8,0
56,20,45,1.4,0
56,20,50,0,0
56,20,55,0,0
56,21,0,0,0
56,21,5,0,0
56,21,10,0,0
56,21,15,0,0
56,21,20,0,0
56,21,25,0,0
56,21,30,0,0
56,21,35,0,0
56,21,40,0,0
56,21,45,0,0
56,21,50,0,0
56,21,55,0,0
56,22,0,0,0
56,22,5,0,0
56,22,10,0,0
56,22,15,0,0
56,22,20,0,0
56,22,25,0,0
56,22,30,0,0
56,22,35,0,0
56,22,40,14,0
56,22,45,10,0
56,22,50,6.8,0
56,22,55,0,0
56,23,0,0,0
56,23,5,0,0
56,23,10,0,0
56,23,15,0,0
56,23,20,0,0
56,23,25,0,0
56,23,30,0,0
56,23,35,0,0
56,23,40,0,0
56,23,45,0,0
56,23,50,0,0
56,23,55,0,0
57,0,0,0,0
57,0,5,0,0
57,0,10,0,0
57,0,15,0,0
57,0,20,6.2,0
57,0,25,0,0
57,0,30,8.2,0
57,0,35,15.6,0
57,0,40,31.4,0
57,0,45,25.4,0
57,0,50,0,0
57,0,55,0,0
57,1,0,0,0
57,1,5,0,0
57,1,10,0,0
57,1,15,0,0
57,1,20,0,0
57,1,25,0,0
57,1,30,0,0
57,1,35,0,0
57,1,40,0,0
57,1,45,0,0
57,1,50,0,0
57,1,55,0,0
57,2,0,3.2,0
57,2,5,7.6,0
57,2,10,40.4,0
57,2,15,17.2,0
57,2,20,26.6,0
57,2,25,43.6,0
57,2,30,38.6,0
57,2,35,23.4,0
57,2,40,39.2,0
57,2,45,58.2,0
57,2,50,31,0
57,2,55,42,0
57,3,0,37.6,0
57,3,5,33.4,0
57,3,10,0,0
57,3,15,0.4,0
57,3,20,30.4,0
57,3,25,36.4,0
57,3,30,34.6,0
57,3,35,36.8,0
57,3,40,36.8,0
57,3,45,51.6,0
57,3,50,18.4,0
57,3,55,0,0
57,4,0,0,0
57,4,5,0,0
57,4,10,0,0
57,4,15,3.6,0
57,4,20,27.4,0
57,4,25,6,0
57,4,30,0,0
57,4,35,0,0
57,4,40,2.4,0
57,4,45,0,0
57,4,50,0,0
57,4,55,0,0
57,5,0,0,0
57,5,5,0,0
57,5,10,0,0
57,5,15,0,0
57,5,20,0,0
57,5,25,0,0
57,5,30,0,0
57,5,35,0,0
57,5,40,0,0
57,5,45,0,0
57,5,50,0,0
57,5,55,0,0
57,6,0,0,147.4
57,6,5,0,193.6
57,6,10,0,240.4
57,6,15,0,192.4
57,6,20,0,240.4
57,6,25,0,241.2
57,6,30,0,244.4
57,6,35,0,244.2
57,6,40,0,241.6
57,6,45,0,240.8
57,6,50,0,237.8
57,6,55,0,239.6
57,7,0,0,240.4
57,7,5,0,240.6
57,7,10,0,242.6
57,7,15,0,237.2
57,7,20,0,240
57,7,25,0,234.6
57,7,30,6,240.8
57,7,35,6.8,233.4
57,7,40,37.4,226.8
57,7,45,42.4,232
57,7,50,31.2,239.6
57,7,55,30.6,229.8
57,8,0,12.8,233
57,8,5,47.4,229.8
57,8,10,43.8,236.2
57,8,15,35,232.6
57,8,20,45.8,230.4
57,8,25,34.2,225.8
57,8,30,14.4,235.6
57,8,35,0,237.4
57,8,40,0,240.6
57,8,45,0,234.4
57,8,50,0,235.6
57,8,55,0,226.6
57,9,0,0,235.4
57,9,5,0,241.8
57,9,10,0,229
57,9,15,0,237
57,9,20,0,232.2
57,9,25,0,233.4
57,9,30,0,233
57,9,35,0,235.2
57,9,40,0,238.8
57,9,45,0,232.4
57,9,50,0,237.4
57,9,55,0,236.8
57,10,0,0,229
57,10,5,0,233.2
57,10,10,0,236.4
57,10,15,0,236.8
57,10,20,0,231.8
57,10,25,0,235.2
57,10,30,0,230.4
57,10,35,0,238.8
57,10,40,0,236.8
57,10,45,0,236.6
57,10,50,0,238.6
57,10,55,0,231.4
57,11,0,12,232.6
57,11,5,6.2,236.8
57,11,10,0,238.2
57,11,15,0,237.2
57,11,20,0,235.8
57,11,25,0,238
57,11,30,0,237.2
57,11,35,0,229
57,11,40,0,234.6
57,11,45,0,237.4
57,11,50,0,233
57,11,55,0,231.2
57,12,0,0,236
57,12,5,0,236
57,12,10,0,238.4
57,12,15,0,240.6
57,12,20,0,235.4
57,12,25,0,235.8
57,12,30,0,236.8
57,12,35,0,235.2
57,12,40,0,234.6
57,12,45,0,232.6
57,12,50,0,229.2
57,12,55,0,234.6
57,13,0,0,233.6
57,13,5,0,231.6
57,13,10,35.2,233.8
57,13,15,53,228
57,13,20,25,221.2
57,13,25,0.6,234.2
57,13,30,5.4,233.4
57,13,35,0,230.2
57,13,40,0,240.6
57,13,45,0,231
57,13,50,0,241.2
57,13,55,0,229
57,14,0,0,232.8
57,14,5,0,236
57,14,10,0,231
57,14,15,0,239.4
57,14,20,0,230.4
57,14,25,0,235.2
57,14,30,0,228.8
57,14,35,0,240.4
57,14,40,0,231.6
57,14,45,6.2,231
57,14,50,0.6,234.4
57,14,55,0,233.8
57,15,0,0,230
57,15,5,7,233.2
57,15,10,0,228.6
57,15,15,0,230
