ClockLab,,,,
1873L,,,,
16-Nov-20,6:00,,,
Day,Hr,Min,Cnts/min,Lights
20,20,25,0,0
20,20,30,0,0
20,20,35,0,0
20,20,40,0,0
20,20,45,18,0
20,20,50,20.2,0
20,20,55,36.4,0
20,21,0,18,0
20,21,5,49,0
20,21,10,35,0
20,21,15,33.8,0
20,21,20,43.8,0
20,21,25,21,0
20,21,30,8.2,0
20,21,35,19.8,0
20,21,40,13.4,0
20,21,45,48.4,0
20,21,50,18,0
20,21,55,38.2,0
20,22,0,11.8,0
20,22,5,26,0
20,22,10,19.8,0
20,22,15,34.6,0
20,22,20,31.6,0
20,22,25,46.2,0
20,22,30,16,0
20,22,35,22.8,0
20,22,40,16.6,0
20,22,45,41.6,0
20,22,50,16.8,0
20,22,55,30,0
20,23,0,42.6,0
20,23,5,23,0
20,23,10,35.4,0
20,23,15,36.6,0
20,23,20,31.8,0
20,23,25,43.8,0
20,23,30,46.8,0
20,23,35,40,0
20,23,40,31,0
20,23,45,27.8,0
20,23,50,33.2,0
20,23,55,52,0
21,0,0,34.6,0
21,0,5,43,0
21,0,10,9.4,0
21,0,15,11.4,0
21,0,20,0.8,0
21,0,25,0,0
21,0,30,0,0
21,0,35,0,0
21,0,40,0,0
21,0,45,0,0
21,0,50,0,0
21,0,55,0,0
21,1,0,0,0
21,1,5,0,0
21,1,10,0,0
21,1,15,0,0
21,1,20,0,0
21,1,25,0,0
21,1,30,0,0
21,1,35,0,0
21,1,40,0,0
21,1,45,0,0
21,1,50,0,0
21,1,55,0,0
21,2,0,0,0
21,2,5,0,0
21,2,10,0,0
21,2,15,0,0
21,2,20,0,0
21,2,25,0,0
21,2,30,0,0
21,2,35,0,0
21,2,40,0,0
21,2,45,0,0
21,2,50,0,0
21,2,55,0,0
21,3,0,0,0
21,3,5,19.2,0
21,3,10,39.4,0
21,3,15,21.8,0
21,3,20,24,0
21,3,25,0,0
21,3,30,35,0
21,3,35,0,0
21,3,40,0,0
21,3,45,0,0
21,3,50,0,0
21,3,55,0,0
21,4,0,0,0
21,4,5,0,0
21,4,10,0,0
21,4,15,0,0
21,4,20,0,0
21,4,25,0,0
21,4,30,0.8,0
21,4,35,35.8,0
21,4,40,38.4,0
21,4,45,17,0
21,4,50,36.6,0
21,4,55,25.2,0
21,5,0,13.2,0
21,5,5,12.2,0
21,5,10,20.6,0
21,5,15,32,0
21,5,20,64.6,0
21,5,25,28.6,0
21,5,30,19.6,0
21,5,35,47.6,0
21,5,40,44,0
21,5,45,11.4,0
21,5,50,31,0
21,5,55,34.6,0
21,6,0,28.8,0
21,6,5,34.8,0
21,6,10,27.4,0
21,6,15,40.8,0
21,6,20,40.2,0
21,6,25,55.2,0
21,6,30,22.8,0
21,6,35,39.4,0
21,6,40,39.8,0
21,6,45,40.2,0
21,6,50,51.8,0
21,6,55,29.4,0
21,7,0,30,0
21,7,5,45.8,0
21,7,10,33.2,0
21,7,15,35,0
21,7,20,25.6,0
21,7,25,18.8,0
21,7,30,14.6,0
21,7,35,0,0
21,7,40,0,0
21,7,45,0,0
21,7,50,0,0
21,7,55,0,0
21,8,0,0,0
21,8,5,0,0
21,8,10,0,0
21,8,15,0,0
21,8,20,0,0
21,8,25,0,0
21,8,30,0,0
21,8,35,0,0
21,8,40,0,0
21,8,45,0,0
21,8,50,0,0
21,8,55,13,0.4
21,9,0,46.6,0
21,9,5,39.6,0
21,9,10,24.6,0
21,9,15,15.6,0
21,9,20,0,0
21,9,25,0,0
21,9,30,5.6,0
21,9,35,0,0
21,9,40,0,0
21,9,45,0,0
21,9,50,0,0
21,9,55,0,0
21,10,0,0,0
21,10,5,0,0
21,10,10,0,0
21,10,15,0,0
21,10,20,0,0
21,10,25,0,0
21,10,30,0,0
21,10,35,0,0
21,10,40,0,0
21,10,45,0,0
21,10,50,0,0
21,10,55,0,0
21,11,0,0,0
21,11,5,0,0
21,11,10,0,0
21,11,15,0,0
21,11,20,0,0
21,11,25,16,0
21,11,30,0,0
21,11,35,9.2,0
21,11,40,2.2,0
21,11,45,0,0
21,11,50,0,0
21,11,55,0,0
21,12,0,0,0
21,12,5,0,0
21,12,10,0,0
21,12,15,0,0
21,12,20,0,0
21,12,25,0,0
21,12,30,0,0
21,12,35,0,0
21,12,40,0,0
21,12,45,0,0
21,12,50,0,0
21,12,55,0,0
21,13,0,0,0
21,13,5,0,0
21,13,10,0,0
21,13,15,0,0
21,13,20,0,0
21,13,25,11.8,0
21,13,30,5.4,0
21,13,35,31.4,0
21,13,40,30.8,0
21,13,45,3.2,0
21,13,50,11.4,0
21,13,55,0,0
21,14,0,0,0
21,14,5,0,0
21,14,10,0,0
21,14,15,0,0
21,14,20,0,0
21,14,25,0,0
21,14,30,0,0
21,14,35,0,0
21,14,40,0,0
21,14,45,0,0
21,14,50,0,0
21,14,55,0,0
21,15,0,0,0
21,15,5,0,0
21,15,10,0,0
21,15,15,0,0
21,15,20,0,0
21,15,25,0,0
21,15,30,0,0
21,15,35,0,0
21,15,40,0,0
21,15,45,0,0
21,15,50,0,0
21,15,55,0,0
21,16,0,0,0
21,16,5,12.4,0
21,16,10,0,0
21,16,15,6.8,0
21,16,20,19.2,0
21,16,25,5.6,0
21,16,30,13.6,0
21,16,35,32.2,0
21,16,40,30,0
21,16,45,21.6,0
21,16,50,37,0
21,16,55,30,0
21,17,0,19.4,0
21,17,5,28.8,0
21,17,10,12,0
21,17,15,20.4,0
21,17,20,27,0
21,17,25,20.8,0
21,17,30,0,0
21,17,35,45.2,0
21,17,40,24,0
21,17,45,22,0
21,17,50,17.8,0
21,17,55,6.4,0
21,18,0,35.8,0
21,18,5,17.4,0
21,18,10,0,0
21,18,15,7.6,0
21,18,20,0,0
21,18,25,0,0
21,18,30,0,0
21,18,35,0,0
21,18,40,0,0
21,18,45,0,0
21,18,50,0,0
21,18,55,0,0
21,19,0,6.6,0
21,19,5,26.6,0
21,19,10,31.4,0
21,19,15,12.8,0
21,19,20,30.4,0
21,19,25,15,0
21,19,30,9.8,0
21,19,35,41.2,0
21,19,40,33.2,0
21,19,45,20.4,0
21,19,50,3.4,0
21,19,55,27.2,0
21,20,0,6.6,0
21,20,5,12,0
21,20,10,10.8,0
21,20,15,50,0
21,20,20,28.4,0
21,20,25,9.4,0
21,20,30,17.8,0
21,20,35,1.6,0
21,20,40,18,0
21,20,45,19,0
21,20,50,38.8,0
21,20,55,26.8,0
21,21,0,38.8,0
21,21,5,16.8,0
21,21,10,10.6,0
21,21,15,6.6,0
21,21,20,23.2,0
21,21,25,48.8,0
21,21,30,12.6,0
21,21,35,36.4,0
21,21,40,28.4,0
21,21,45,32.2,0
21,21,50,26.2,0
21,21,55,13.6,0
21,22,0,4.4,0
21,22,5,10.8,0
21,22,10,10.6,0
21,22,15,17.6,0
21,22,20,4.4,0
21,22,25,5.8,0
21,22,30,15,0
21,22,35,12.4,0
21,22,40,25.4,0
21,22,45,27.6,0
21,22,50,63.4,0
21,22,55,37.4,0
21,23,0,36.4,0
21,23,5,53.8,0
21,23,10,43.6,0
21,23,15,35.4,0
21,23,20,32,0
21,23,25,63.4,0
21,23,30,52.2,0
21,23,35,26,0
21,23,40,52.4,0
21,23,45,65.2,0
21,23,50,64.2,0
21,23,55,42.4,0
22,0,0,16.4,0
22,0,5,36.2,0
22,0,10,22.2,0
22,0,15,27.2,0
22,0,20,1.2,0
22,0,25,0,0
22,0,30,0,0
22,0,35,0,0
22,0,40,0,0
22,0,45,0,0
22,0,50,0,0
22,0,55,0,0
22,1,0,0,0
22,1,5,0,0
22,1,10,0,0
22,1,15,0,0
22,1,20,0,0
22,1,25,0,0
22,1,30,0,0
22,1,35,0,0
22,1,40,0,0
22,1,45,0,0
22,1,50,0,0
22,1,55,0,0
22,2,0,0,0
22,2,5,0,0
22,2,10,0,0
22,2,15,0,0
22,2,20,0,0
22,2,25,0,0
22,2,30,0,0
22,2,35,0,0
22,2,40,0,0
22,2,45,0,0
22,2,50,0,0
22,2,55,0,0
22,3,0,0,0
22,3,5,0,0
22,3,10,0,0
22,3,15,0,0
22,3,20,0,0
22,3,25,21.4,0
22,3,30,40.8,0
22,3,35,25.8,0
22,3,40,27.4,0
22,3,45,19.2,0
22,3,50,31,0
22,3,55,34.6,0
22,4,0,24,0
22,4,5,44.2,0
22,4,10,49.4,0
22,4,15,29.8,0
22,4,20,19.8,0
22,4,25,26.6,0
22,4,30,17,0
22,4,35,58,0
22,4,40,57.4,0
22,4,45,42,0
22,4,50,10,0
22,4,55,38.6,0
22,5,0,12,0
22,5,5,29.6,0
22,5,10,18,0
22,5,15,46.6,0
22,5,20,42.4,0
22,5,25,41.4,0
22,5,30,32.4,0
22,5,35,0,0
22,5,40,0,0
22,5,45,12.8,0
22,5,50,17.8,0
22,5,55,0,0
22,6,0,0,0
22,6,5,0,0
22,6,10,0,0
22,6,15,0,0
22,6,20,0,0
22,6,25,0,0
22,6,30,0,0
22,6,35,0,0
22,6,40,0,0
22,6,45,0,0
22,6,50,0,0
22,6,55,0,0
22,7,0,0,0
22,7,5,0,0
22,7,10,0,0
22,7,15,0,0
22,7,20,0,0
22,7,25,9,0
22,7,30,11,0
22,7,35,34,0
22,7,40,17.2,0
22,7,45,31.8,0
22,7,50,30.6,0
22,7,55,34,0
22,8,0,20.6,0
22,8,5,0,0
22,8,10,0,0
22,8,15,0,0
22,8,20,0,0
22,8,25,0,0
22,8,30,0,0
22,8,35,0,0
22,8,40,0,0
22,8,45,0,0
22,8,50,0,0
22,8,55,0,0
22,9,0,0,0
22,9,5,0,0
22,9,10,0,0
22,9,15,0,0
22,9,20,0,0
22,9,25,0,0
22,9,30,0,0
22,9,35,0,0
22,9,40,0,0
22,9,45,0,0
22,9,50,0,0
22,9,55,0,0
22,10,0,0,0
22,10,5,0,0
22,10,10,0,0
22,10,15,0,0
22,10,20,0,0
22,10,25,0,0
22,10,30,0,0
22,10,35,34,0
22,10,40,6.6,0
22,10,45,0,0
22,10,50,0,0
22,10,55,0,0
22,11,0,0,0
22,11,5,0,0
22,11,10,0,0
22,11,15,0,0
22,11,20,0,0
22,11,25,0,0
22,11,30,0,0
22,11,35,0,0
22,11,40,0,0
22,11,45,0,0
22,11,50,0,0
22,11,55,0,0
22,12,0,0,0
22,12,5,0,0
22,12,10,0,0
22,12,15,0,0
22,12,20,0,0
22,12,25,0,0
22,12,30,0,0
22,12,35,0,0
22,12,40,0,0
22,12,45,0,0
22,12,50,0,0
22,12,55,0,0
22,13,0,0,0
22,13,5,1.8,0
22,13,10,21.4,0
22,13,15,19.8,0
22,13,20,37.8,0
22,13,25,43.6,0
22,13,30,47.2,0
22,13,35,36.2,0
22,13,40,0,0
22,13,45,0,0
22,13,50,0,0
22,13,55,0.4,0
22,14,0,18.8,0
22,14,5,8.6,0
22,14,10,0,0
22,14,15,0,0
22,14,20,0,0
22,14,25,0,0
22,14,30,3.8,0
22,14,35,0,0
22,14,40,0,0
22,14,45,0,0
22,14,50,0,0
22,14,55,0,0
22,15,0,0,0
22,15,5,0,0
22,15,10,0,0
22,15,15,0,0
22,15,20,0,0
22,15,25,0,0
22,15,30,0,0
22,15,35,0,0
22,15,40,0,0
22,15,45,0,0
22,15,50,0,0
22,15,55,0,0
22,16,0,0,0
22,16,5,9.2,0
22,16,10,31.4,0
22,16,15,48.2,0
22,16,20,33.4,0
22,16,25,11.8,0
22,16,30,1.6,0
22,16,35,0,0
22,16,40,0,0
22,16,45,0,0
22,16,50,0,0
22,16,55,0,0
22,17,0,0,0
22,17,5,1.6,0
22,17,10,42,0
22,17,15,43.2,3.2
22,17,20,43.8,7.8
22,17,25,56.2,35.4
22,17,30,53.2,3.6
22,17,35,50.2,0
22,17,40,27.2,0
22,17,45,37.6,0
22,17,50,40.4,0
22,17,55,31.6,0
22,18,0,38.6,0
22,18,5,47,0
22,18,10,30.4,0
22,18,15,35.2,0
22,18,20,36.6,0
22,18,25,26,0
22,18,30,24.2,0
22,18,35,30.2,0
22,18,40,53.2,0
22,18,45,34.6,0
22,18,50,31,0
22,18,55,40,0
22,19,0,30.2,0
22,19,5,23.8,0
22,19,10,43.4,0
22,19,15,23.8,0
22,19,20,23.2,0
22,19,25,23.2,0
22,19,30,32.2,0
22,19,35,41.2,0
22,19,40,25.8,0
22,19,45,21.8,0
22,19,50,29.6,0
22,19,55,18.6,0
22,20,0,17.2,0
22,20,5,31,0
22,20,10,29.4,0
22,20,15,40.2,0
22,20,20,31.2,0
22,20,25,36,0
22,20,30,6.4,0
22,20,35,6.6,0
22,20,40,8.4,0
22,20,45,12,0
22,20,50,13,0
22,20,55,27.2,0
22,21,0,24,0
22,21,5,46,0
22,21,10,18.8,0
22,21,15,25,0
22,21,20,20.2,0
22,21,25,22.6,0
22,21,30,32.6,0
22,21,35,10,0
22,21,40,40.8,0
22,21,45,44,0
22,21,50,20.2,0
22,21,55,16,0
22,22,0,36.8,0
22,22,5,15.8,0
22,22,10,27.4,0
22,22,15,15.6,0
22,22,20,10.6,0
22,22,25,18.6,0
22,22,30,10.2,0
22,22,35,42.8,0
22,22,40,21.8,0
22,22,45,17,0
22,22,50,26,0
22,22,55,29.8,0
22,23,0,23,0
22,23,5,46.8,0
22,23,10,18.2,0
22,23,15,18.2,0
22,23,20,18,0
22,23,25,20.4,0
22,23,30,38,0
22,23,35,38.4,0
22,23,40,30.8,0
22,23,45,37.6,0
22,23,50,45.2,0
22,23,55,30,0
23,0,0,25.2,0
23,0,5,30.4,0
23,0,10,25.2,0
23,0,15,29.2,0
23,0,20,35.2,0
23,0,25,27.4,0
23,0,30,28.2,0
23,0,35,11,0
23,0,40,39,0
23,0,45,21,0
23,0,50,41.2,0
23,0,55,15.4,0
23,1,0,0,0
23,1,5,0,0
23,1,10,0,0
23,1,15,0,0
23,1,20,0,0
23,1,25,0,0
23,1,30,0,0
23,1,35,0,0
23,1,40,0,0
23,1,45,0,0
23,1,50,0,0
23,1,55,0,0
23,2,0,0,0
23,2,5,0,0
23,2,10,0,0
23,2,15,0,0
23,2,20,0,0
23,2,25,0,0
23,2,30,0,0
23,2,35,0,0
23,2,40,0,0
23,2,45,0,0
23,2,50,0,0
23,2,55,0,0
23,3,0,0,0
23,3,5,0,0
23,3,10,0,0
23,3,15,0,0
23,3,20,0,0
23,3,25,0,0
23,3,30,0,0
23,3,35,0,0
23,3,40,0,0
23,3,45,0,0
23,3,50,0,0
23,3,55,0,0
23,4,0,18.4,0
23,4,5,33,0
23,4,10,41,0
23,4,15,35.4,0
23,4,20,23.4,0
23,4,25,15.8,0
23,4,30,28.8,0
23,4,35,19.6,0
23,4,40,33.8,0
23,4,45,44.2,0
23,4,50,22,0
23,4,55,22,0
23,5,0,30.8,0
23,5,5,14.8,0
23,5,10,33,0
23,5,15,31.2,0
23,5,20,36.6,0
23,5,25,23.6,0
23,5,30,46.4,0
23,5,35,25,0
23,5,40,32.6,0
23,5,45,47.6,0
23,5,50,12.4,0
23,5,55,23.4,0
23,6,0,1.4,0
23,6,5,24.4,0
23,6,10,32.6,0
23,6,15,27.4,0
23,6,20,27.2,0
23,6,25,30,0
23,6,30,40.2,0
23,6,35,22.2,0
23,6,40,13.4,0
23,6,45,14.4,0
23,6,50,18,0
23,6,55,39.4,0
23,7,0,26.8,0
23,7,5,26.4,0
23,7,10,21,0
23,7,15,0.8,0
23,7,20,10.4,0
23,7,25,6.6,0
23,7,30,0,0
23,7,35,0.2,0
23,7,40,0,0
23,7,45,0,0
23,7,50,0,0
23,7,55,0,0
23,8,0,0.6,0
23,8,5,0,0
23,8,10,0,0
23,8,15,0,0
23,8,20,0,0
23,8,25,0,0
23,8,30,0,0
23,8,35,0,0
23,8,40,0,0
23,8,45,0.2,0
23,8,50,0,0
23,8,55,0,0
23,9,0,0,0
23,9,5,0.4,0
23,9,10,0,0
23,9,15,0,0
23,9,20,5.2,0
23,9,25,33.6,0
23,9,30,4.8,0
23,9,35,0,0
23,9,40,0,0
23,9,45,0,0
23,9,50,0,0
23,9,55,0,0
23,10,0,0,0
23,10,5,0,0
23,10,10,0,0
23,10,15,0,0
23,10,20,0,0
23,10,25,0,0
23,10,30,0,0
23,10,35,0,0
23,10,40,0,0
23,10,45,0,0
23,10,50,0,0
23,10,55,0,0
23,11,0,0,0
23,11,5,0,0
23,11,10,0,0
23,11,15,0,0
23,11,20,0,0
23,11,25,0,0
23,11,30,0,0
23,11,35,0,0
23,11,40,0,0
23,11,45,0,0
23,11,50,0,0
23,11,55,4.8,0
23,12,0,5.6,0
23,12,5,17.6,0
23,12,10,2.8,0
23,12,15,1,0
23,12,20,0,0
23,12,25,0,0
23,12,30,0,0
23,12,35,0,0
23,12,40,0.2,0
23,12,45,24,0
23,12,50,2.6,0
23,12,55,0,0
23,13,0,0,0
23,13,5,0,0
23,13,10,0,0
23,13,15,0,0
23,13,20,0,0
23,13,25,0,0
23,13,30,0,0
23,13,35,0,0
23,13,40,0,0
23,13,45,0,0
23,13,50,0,0
23,13,55,0,0
23,14,0,0.2,0
23,14,5,0,0
23,14,10,0,0
23,14,15,0,0
23,14,20,6.8,14.2
23,14,25,25.8,7.8
23,14,30,25,0
23,14,35,14.4,0
23,14,40,30.8,0
23,14,45,28.4,0
23,14,50,9.4,0
23,14,55,0,0
23,15,0,0.6,0
23,15,5,0,0
23,15,10,0,0
23,15,15,0,0
23,15,20,0,0
23,15,25,0.2,0
23,15,30,0,0
23,15,35,0.2,0
23,15,40,0,0
23,15,45,0,0
23,15,50,0,0
23,15,55,0.2,0
23,16,0,0,0
23,16,5,0,0
23,16,10,0,0
23,16,15,0,0
23,16,20,0,0
23,16,25,0.2,0
23,16,30,0,0
23,16,35,19.6,0
23,16,40,16,0
23,16,45,1.6,0
23,16,50,0,0
23,16,55,0.2,0
23,17,0,14.6,0
23,17,5,44,0
23,17,10,26,0
23,17,15,31.4,0
23,17,20,41.2,0
23,17,25,39.6,0
23,17,30,25.4,0
23,17,35,25.8,0
23,17,40,38.2,0
23,17,45,25.4,0
23,17,50,30.4,0
23,17,55,28.4,0
23,18,0,4.4,0
23,18,5,24.2,0
23,18,10,36.4,0
23,18,15,30,0
23,18,20,21.8,0
23,18,25,30,0
23,18,30,30.2,0
23,18,35,16.8,0
23,18,40,25,0
23,18,45,21,0
23,18,50,38,0
23,18,55,30.8,0
23,19,0,23.8,0
23,19,5,18.2,0
23,19,10,0.8,0
23,19,15,1,0
23,19,20,0,0
23,19,25,0,0
23,19,30,0,0
23,19,35,0,0
23,19,40,0,0
23,19,45,0,0
23,19,50,0,0
23,19,55,0,0
23,20,0,0,0
23,20,5,0.4,0
23,20,10,0,0
23,20,15,1,0
23,20,20,8,0
23,20,25,25.8,0
23,20,30,28,0
23,20,35,12,0
23,20,40,16.6,0
23,20,45,32.4,0
23,20,50,23.8,0
23,20,55,22.2,0
23,21,0,20.6,0
23,21,5,35.6,0
23,21,10,23,0
23,21,15,16,0
23,21,20,28.8,0
23,21,25,12.8,0
23,21,30,25.4,0
23,21,35,27.2,0
23,21,40,30,0
23,21,45,15,0
23,21,50,23.4,0
23,21,55,29,0
23,22,0,18,0
23,22,5,26,0
23,22,10,33.8,0
23,22,15,26.8,0
23,22,20,26.4,0
23,22,25,25.4,0
23,22,30,30.2,0
23,22,35,27.4,0
23,22,40,36.4,0
23,22,45,25.6,0
23,22,50,33.8,0
23,22,55,12,0
23,23,0,26.2,0
23,23,5,32,0
23,23,10,32.8,0
23,23,15,21,0
23,23,20,19.2,0
23,23,25,14.6,0
23,23,30,18,0
23,23,35,29,0
23,23,40,25.4,0
23,23,45,33.2,0
23,23,50,11.6,0
23,23,55,35,0
24,0,0,27.8,0
24,0,5,36.2,0
24,0,10,12.4,0
24,0,15,23,0
24,0,20,26.4,0
24,0,25,21,0
24,0,30,19.4,0
24,0,35,20.6,0
24,0,40,43,0
24,0,45,11,0
24,0,50,31,0
24,0,55,33.2,0
24,1,0,46.8,0
24,1,5,27,0
24,1,10,26.2,0
24,1,15,26.8,0
24,1,20,32.4,0
24,1,25,27.8,0
24,1,30,37.4,0
24,1,35,11,0
24,1,40,30.6,0
24,1,45,13,0
24,1,50,2.4,0
24,1,55,37.2,0
24,2,0,17.6,0
24,2,5,17.6,0
24,2,10,14.4,0
24,2,15,36.6,0
24,2,20,27,0
24,2,25,33.6,0
24,2,30,15,0
24,2,35,10,0
24,2,40,1.8,0
24,2,45,18,0
24,2,50,24,0
24,2,55,21.2,0
24,3,0,21.6,0
24,3,5,30.4,0
24,3,10,17,0
24,3,15,17.8,0
24,3,20,22,0
24,3,25,32.4,0
24,3,30,23,0
24,3,35,25.8,0
24,3,40,28.4,0
24,3,45,19.6,0
24,3,50,27.2,0
24,3,55,24,0
24,4,0,24.4,0
24,4,5,30.2,0
24,4,10,23,0
24,4,15,14,0
24,4,20,22,0
24,4,25,42.8,0
24,4,30,26,0
24,4,35,37.2,0
24,4,40,25.8,0
24,4,45,26,0
24,4,50,15,0
24,4,55,20.6,0
24,5,0,8,0
24,5,5,10.2,0
24,5,10,0,0
24,5,15,0,0
24,5,20,12,0
24,5,25,21.2,0
24,5,30,19,0
24,5,35,11.2,0
24,5,40,0.2,0
24,5,45,0,0
24,5,50,0,0
24,5,55,0.2,0
24,6,0,0,0
24,6,5,0.2,0
24,6,10,0.2,0
24,6,15,0,0
24,6,20,0,0
24,6,25,0.4,0
24,6,30,28.2,0
24,6,35,13,0
24,6,40,15,0
24,6,45,27,0
24,6,50,37.6,0
24,6,55,12.8,0
24,7,0,0.2,0
24,7,5,0,0
24,7,10,0,0
24,7,15,0,0
24,7,20,0.2,0
24,7,25,0.2,0
24,7,30,0,0
24,7,35,0.2,0
24,7,40,0,0
24,7,45,0.4,0
24,7,50,0.4,0
24,7,55,0.2,0
24,8,0,0,0
24,8,5,0,0
24,8,10,0,0
24,8,15,0,0
24,8,20,0,0
24,8,25,0,0
24,8,30,0,0
24,8,35,0,0
24,8,40,0,0
24,8,45,0,0
24,8,50,0,0
24,8,55,3.6,0
24,9,0,26.6,0
24,9,5,0.8,0
24,9,10,2.8,0
24,9,15,0.4,0
24,9,20,0,0
24,9,25,0.4,0
24,9,30,0.2,0
24,9,35,0,0
24,9,40,0,0
24,9,45,0,0
24,9,50,0,0
24,9,55,0,0
24,10,0,0,0
24,10,5,0,0
24,10,10,0,0
24,10,15,0,0
24,10,20,0,0
24,10,25,0,0
24,10,30,0,0
24,10,35,0,0
24,10,40,0,0
24,10,45,0.4,0
24,10,50,0,0
24,10,55,0,0
24,11,0,0,0
24,11,5,0,0
24,11,10,0,0
24,11,15,0,0
24,11,20,0.2,0
24,11,25,0,0
24,11,30,0.2,0
24,11,35,0,0
24,11,40,0,0
24,11,45,0,0
24,11,50,0,0
24,11,55,0,0
24,12,0,0,0
24,12,5,0.2,0
24,12,10,0,0
24,12,15,0,0
24,12,20,0,0
24,12,25,0,0
24,12,30,5,0
24,12,35,34.4,0
24,12,40,15.8,0
24,12,45,43.4,0
24,12,50,29.2,0
24,12,55,15,0
24,13,0,24.6,0
24,13,5,13.2,0
24,13,10,4.8,0
24,13,15,3.8,0
24,13,20,0,0
24,13,25,0.4,0
24,13,30,0.8,0
24,13,35,0,0
24,13,40,0,0
24,13,45,0,0
24,13,50,0,0
24,13,55,0,0
24,14,0,0,0
24,14,5,0.2,0
24,14,10,0,0
24,14,15,0,0
24,14,20,0,0
24,14,25,0,0
24,14,30,0,0
24,14,35,0,0
24,14,40,0,0
24,14,45,0,0
24,14,50,0,0
24,14,55,0,0
24,15,0,0,0
24,15,5,0,0
24,15,10,0.4,0
24,15,15,11.8,0
24,15,20,5.6,0
24,15,25,0,0
24,15,30,0,0
24,15,35,0,0
24,15,40,0,0
24,15,45,0,0
24,15,50,0.4,0
24,15,55,0,0
24,16,0,0,0
24,16,5,0,0
24,16,10,0,0
24,16,15,0,0
24,16,20,0,0
24,16,25,0.4,0
24,16,30,0,0
24,16,35,15.8,0
24,16,40,14.8,0
24,16,45,5,0
24,16,50,34.8,0
24,16,55,31.8,0
24,17,0,40,0
24,17,5,16.8,0
24,17,10,45,0
24,17,15,24.6,0
24,17,20,31,0
24,17,25,48.4,0
24,17,30,15.4,0
24,17,35,0,0
24,17,40,0.4,0
24,17,45,0.2,0
24,17,50,0,0
24,17,55,0,0
24,18,0,0.2,0
24,18,5,0,0
24,18,10,0,0
24,18,15,0,0
24,18,20,0,0
24,18,25,0,0
24,18,30,0.2,0
24,18,35,2.2,0
24,18,40,6,0
24,18,45,20.4,0
24,18,50,30.4,0
24,18,55,19,0
24,19,0,25.2,0
24,19,5,26.6,0
24,19,10,24,0
24,19,15,29,0
24,19,20,28.2,0
24,19,25,11.2,0
24,19,30,31.4,0
24,19,35,33.2,0
24,19,40,24,0
24,19,45,48.8,0
24,19,50,25.6,0
24,19,55,28,0
24,20,0,2,0
24,20,5,1.6,0
24,20,10,28.8,0
24,20,15,13.2,0
24,20,20,0,0
24,20,25,0,0
24,20,30,17.6,0
24,20,35,27.8,0
24,20,40,10.8,0
24,20,45,39.2,0
24,20,50,21.2,0
24,20,55,28,0
24,21,0,16.8,0
24,21,5,17,0
24,21,10,1.2,0
24,21,15,20.4,0
24,21,20,57.8,0
24,21,25,21.4,0
24,21,30,30,0
24,21,35,38.2,0
24,21,40,30,0
24,21,45,30.6,0
24,21,50,25,0
24,21,55,51.8,0
24,22,0,43.4,0
24,22,5,17.6,0
24,22,10,51.2,0
24,22,15,36.8,0
24,22,20,17.2,0
24,22,25,23,0
24,22,30,0.6,0
24,22,35,0,0
24,22,40,0,0
24,22,45,0,0
24,22,50,0,0
24,22,55,0,0
24,23,0,0,0
24,23,5,0,0
24,23,10,0,0
24,23,15,0,0
24,23,20,0,0
24,23,25,0,0
24,23,30,0,0
24,23,35,0,0
24,23,40,0,0
24,23,45,0,0
24,23,50,0,0
24,23,55,0,0
25,0,0,0,0
25,0,5,0,0
25,0,10,0,0
25,0,15,0,0
25,0,20,0,0
25,0,25,0,0
25,0,30,0,0
25,0,35,0,0
25,0,40,0,0
25,0,45,0,0
25,0,50,7.2,0
25,0,55,0.6,0
25,1,0,26,0
25,1,5,32.2,0
25,1,10,31,0
25,1,15,24.2,0
25,1,20,8.2,0
25,1,25,0.2,0
25,1,30,0,0
25,1,35,0,0
25,1,40,0,0
25,1,45,0,0
25,1,50,0,0
25,1,55,0,0
25,2,0,0,0
25,2,5,0,0
25,2,10,0,0
25,2,15,0,0
25,2,20,0.4,0
25,2,25,0,0
25,2,30,13.2,0
25,2,35,5,0
25,2,40,10.8,0
25,2,45,0,0
25,2,50,0,0
25,2,55,0,0
25,3,0,0,0
25,3,5,0,0
25,3,10,0,0
25,3,15,0,0
25,3,20,0,0
25,3,25,0,0
25,3,30,0,0
25,3,35,0,0
25,3,40,1,0
25,3,45,36.6,0
25,3,50,20,0
25,3,55,40.4,0
25,4,0,43.2,0
25,4,5,30.6,0
25,4,10,31.6,0
25,4,15,26.4,0
25,4,20,8.6,0
25,4,25,39.6,0
25,4,30,26.6,0
25,4,35,16.2,0
25,4,40,21.6,0
25,4,45,17,0
25,4,50,33.6,0
25,4,55,20.2,0
25,5,0,29,0
25,5,5,47.4,0
25,5,10,22.4,0
25,5,15,17.6,0
25,5,20,24,0
25,5,25,21.2,0
25,5,30,10.6,0
25,5,35,22.8,0
25,5,40,38.6,0
25,5,45,23.2,0
25,5,50,15.6,0
25,5,55,24.4,0
25,6,0,0,0
25,6,5,0.8,0
25,6,10,22.4,0
25,6,15,2.4,0
25,6,20,10.8,0
25,6,25,40.6,0
25,6,30,13.2,0
25,6,35,17.4,0
25,6,40,28.4,0
25,6,45,3.4,0
25,6,50,21.2,0
25,6,55,13,0
25,7,0,0,0
25,7,5,0,0
25,7,10,0,0
25,7,15,0,0
25,7,20,0.8,0
